SUBJECT,COURSE_NUMBER,NAME,UNIT_COUNT
PSY,412,Psychiatry Grand Rounds,1 unit
PSY,413,Outpatient Psychiatry Clerkship,6 units
PSY,415,Telemedicine Clinical Elective,3-9 units
PSY,416,Child Psychiatry Clerkship,6 units
PSY,417,Jail Psychiatric Clerkship,3-6 units
PSY,418,Off-Campus Clinical Experience,3-9 units
PSY,420,Acting Internship in Psychiatry,3-6 units
PSY,422,Readings in Psychiatry,1-3 units
PSY,423,Willow Clinic,1-12 units
PSY,424,Functional Genomics,2 units
PSY,430,Psychiatry Clinical Clerkship,3-12 units
PSY,439R,Directed Studies in Psychiatry,1-12 units
PSY,480,Insights in Psychiatry,1-3 units
PSY,493,Social Justice & Medicine,3 units
PSY,498,Directed Group Study,1-9 units
PSY,499,Research,1-12 units
PSC,001,General Psychology,4 units
PSC,001Y,General Psychology,4 units
PSC,020,Freshman Psychology Seminar,4 units
PSC,041,Research Methods in Psychology,4 units
PSC,090X,Lower Division Seminar,1-2 units
PSC,098,Directed Group Study,1-5 units
PSC,113,Developmental Psychobiology,4 units
PSC,120,Agent-Based Modeling,4 units
PSC,121,Physiological Psychology,4 units
PSC,122,Advanced Animal Behavior,4 units
PSC,123,Hormones & Behavior,3 units
PSC,124,Comparative Neuroanatomy,3 units
PSC,125,Behavioral Epigenetics,4 units
PSC,126,Health Psychology,4 units
PSC,130,Human Learning & Memory,4 units
PSC,131,Perception,4 units
PSC,132,Language & Cognition,4 units
PSC,136,Psychology of Music,4 units
PSC,137,Neurobiology of Learning & Memory,4 units
PSC,138,Consciousness & Cognition,4 units
PSC,139,Advanced Cognitive Neuroscience,4 units
PSC,140,Developmental Psychology,4 units
PSC,140Y,Developmental Psychology,4 units
PSC,141,Cognitive Development,4 units
PSC,142,Social & Personality Development,4 units
PSC,143,Infant Development,4 units
PSC,146,The Development of Memory,4 units
PSC,148,Developmental Disorders,4 units
PSC,151,Social Psychology,4 units
PSC,151V,Social Psychology,4 units
PSC,152,Social Cognition,4 units
PSC,153,Psychology & Law,4 units
PSC,154,Psychology of Emotion,4 units
PSC,157,Stereotyping, Prejudice, & Stigma,4 units
PSC,158,Sexual Orientation & Prejudice,4 units
PSC,159,Gender & Human Reproduction,4 units
PSC,161,Psychology of the Self,4 units
PSC,165,Introduction to Clinical Psychology,4 units
PSC,168,Abnormal Psychology,4 units
PSC,170,Psychology of Religion,4 units
PSC,175,Genius, Creativity, & Leadership,4 units
PSC,180B,Research in Psychobiology,4 units
PSC,182,Methods in Laboratory Research,4 units
PSC,185,History of Psychology,4 units
PSC,190,Seminar in Psychology,4 units
PSC,190X,Upper Division Seminar,1-2 units
PSC,192,Fieldwork in Psychology,1-6 units
PSC,197T,Tutoring in Psychology,1-3 units
PSC,198,Directed Group Study,1-5 units
PSC,200,Proseminar in Psychology,3 units
PSC,201,Research Preceptorship,4 units
PSC,202,Research Seminar,1 unit
PSC,205B,Factor Analysis,4 units
PSC,205C,Structural Equation Modeling,4 units
PSC,205D,Multilevel Models,4 units
PSC,205F,Item Response Theory,4 units
PSC,208,Physiological Psychology,4 units
PSC,211,Advanced Topics in Neuroimaging,3 units
PSC,217,Behavioral Genetics,4 units
PSC,218A,Fundamentals of Animal Behavior,5 units
PSC,218B,Fundamentals of Animal Behavior,5 units
PSC,220,History of Psychology,4 units
PSC,221,Academic Writing in Psychology,4 units
PSC,230,Cognitive Psychology,4 units
PSC,231,Sensation & Perception,4 units
PSC,241,Attitudes & Social Influence,4 units
PSC,242,Attraction & Close Relationships,4 units
PSC,243,Social Cognition,4 units
PSC,244,Stereotyping, Prejudice, & Stigma,4 units
PSC,245,Social Psychology,4 units
PSC,247,Personality,4 units
PSC,252,Topics in Psychobiology,4 units
PSC,261,Cognitive Neuroscience,4 units
PSC,263,Topics in Cognitive Psychology,4 units
PSC,264,Topics in Psycholinguistics,4 units
PSC,289A,Current Research in Psychology,2 units
PSC,289B,Current Research in Psychology,2 units
PSC,290,Seminar,4 units
PSC,298,Group Study,1-5 units
PSC,299,Research,1-12 units
PSC,299D,Dissertation Research,1-12 units
PSC,390,The Teaching of Psychology,4 units
PSC,390A,The Teaching of Psychology,6 units
PSC,390B,The Teaching of Psychology,4 units
PSC,391,Teaching of Psychology Practicum,4 units
SPH,092,Internship in Community Health,1-12 units
SPH,101,Introduction to Public Health,3 units
SPH,106,Intermediate Human Epidemiology,4 units
SPH,107V,Foundations of Epidemiology,4 units
SPH,120,Introduction to Health Informatics,3 units
SPH,121,Health Informatics Systems,3 units
SPH,190,Topics in Public Health,1 unit
SPH,201,Introduction to Public Health,3 units
SPH,210,Public Health Informatics,2 units
SPH,212,Migration & Health,3 units
SPH,214,Scientiﬁc Proposal Writing,3 units
SPH,215,GIS for Public Health,3 units
SPH,232,Health Communication,4 units
SPH,233,Persuasive Technologies for Health,4 units
SPH,235,Health Communication Campaigns,4 units
SPH,244,Introduction to Medical Statistics,4 units
SPH,246,Biostatistics for Clinical Research,4 units
SPH,252,Social Epidemiology,2 units
SPH,255,Human Reproductive Epidemiology,3 units
SPH,264,Public Health Econometrics,2 units
SPH,266,Applied Analytic Epidemiology,3 units
SPH,273,Health Services Administration,3 units
SPH,274,Economic Evaluation in Health Care,3 units
SPH,277,Net Beneﬁt Regression,3 units
SPH,280,Introduction to SAS Programming,3 units
SPH,281,Data Management in SAS,1 unit
SPH,283,Program Planning & Evaluation,3 units
SPH,290,Topics in Public Health,1 unit
SPH,295,International Health,2 units
SPH,297,Public Health Practicum,1-16 units
SPH,402,Introductory Medical Spanish,2 units
SPH,495,International Health,2 units
SPH,496,Current Issues in Public Health,1 unit
SPH,498,Study in Public Health Sciences,1-6 units
PUL,299,Pulmonary Disease Research,1-12 units
PUL,461,Critical Care Clinical Clerkship,3-6 units
PUL,462,Pulmonary Consult Clerkship,3-6 units
PUL,475,Encounters in Ethics in the ICU,3-6 units
PUL,499,Research,1-12 units
PUN,001V,Elementary Punjabi,5 units
PUN,002V,Elementary Punjabi,5 units
PUN,003V,Elementary Punjabi,5 units
PUN,021,Intermediate Punjabi,4 units
PUN,022,Intermediate Punjabi,4 units
PUN,023,Intermediate Punjabi,4 units
RON,299,Independent Study & Research,1-12 units
RON,420,Radiobiology Lecture Course,1 unit
RON,463,Radiation Oncology Clerkship,3-9 units
RDI,414,Medical Radiation Biology,3 units
RDI,430,Introduction to Clinical Radiology,3-9 units
RNU,198,Directed Group Study,1-5 units
RNU,401,Biomedical Radiochemistry,3 units
RNU,499,Research in Nuclear Medicine,1-12 units
RST,001,Survey of Religion,4 units
RST,001A,Pilgrimage,4 units
RST,001B,Death & Afterlife,4 units
RST,001C,Sacriﬁce,4 units
RST,001D,Conversion,4 units
RST,001E,Fundamentalism,4 units
RST,001F,Religion Today,4 units
RST,001G,Myth, Ritual, & Symbolism,4 units
RST,001J,Music, Voice, & the Word,4 units
RST,005,Comparative Religion,2 units
RST,008,Healthcare & Religious Ethics,4 units
RST,010,Contemporary Ethical Issues,2 units
RST,010A,Contemporary Ethical Issues,2 units
RST,011,Ethical Eating,4 units
RST,015Y,Reading War/Fighting War,4 units
RST,021,The Bible & Its Interpreters,4 units
RST,023,Introduction to Judaism,4 units
RST,030,Religions of South Asia,4 units
RST,031,Introduction to Jainism,4 units
RST,032,History of Yoga,4 units
RST,033,Magic & Demons in South Asia,4 units
RST,034,Introduction to Buddhism,4 units
RST,040,New Testament,4 units
RST,042,Religion & Science Fiction,4 units
RST,045,Christianity,4 units
RST,060,Introduction to Islam,4 units
RST,065C,The Qur'an & Its Interpretation,4 units
RST,067,Modern Hinduism,4 units
RST,068,Introduction to Hinduism,4 units
RST,069,Introduction to Hindu Mythology,4 units
RST,070,Religion & Language,4 units
RST,075,Introduction to Chinese Philosophy,4 units
RST,080,Religion, Gender, Sexuality,4 units
RST,098,Directed Group Study,1-5 units
RST,102,Christian Origins,4 units
RST,103,Medieval & Byzantine Christianity,4 units
RST,104,Christianity 1450-1700,4 units
RST,110,Life, Meaning & Identity,4 units
RST,115,Mysticism,4 units
RST,120,Religion, Magic & Science,4 units
RST,122,Studies in Biblical Texts,4 units
RST,123,Sex & Gender in the Bible,4 units
RST,124,Topics in Judaism,4 units
RST,130,Topics in Religious Studies,4 units
RST,135,The Bible & Film,4 units
RST,136,Topics in Jainism,4 units
RST,137,Topics in Buddhism,4 units
RST,139,Topics in Hinduism,4 units
RST,140,Christian Theology,4 units
RST,141B,New Testament Literature: John,4 units
RST,141C,New Testament Literature: Paul,4 units
RST,143,New Testament Apocrypha,4 units
RST,144,History of the Bible,4 units
RST,145,Contemporary American Religion,4 units
RST,150,Religious Ethics,4 units
RST,153,Religion & Medicine,4 units
RST,154,The Hindu Temple,4 units
RST,157,Hindu Women & Goddesses,4 units
RST,158,The Ramayana,4 units
RST,159,The Mahabharata,4 units
RST,160,Introduction to Islamic Thought,4 units
RST,161,Modern Islam,4 units
RST,162,Introduction to Islamic Law,4 units
RST,163,Social Life of Islam,4 units
RST,165,Islam in Asia,4 units
RST,166,Religion & Media in the Arab World,4 units
RST,169,Topics in Islam,4 units
RST,171,Buddhist Art,4 units
RST,172,Ch'an (Zen) Buddhism,4 units
RST,175A,Daoist Traditions,4 units
RST,180,Popular Religious Art in India,4 units
RST,181,Hindu Gods & Hindu Symbols,4 units
RST,182,Ramayana, Religion, & the Arts,4 units
RST,189,Senior Colloquium,4 units
RST,190,Seminar,4 units
RST,198,Directed Group Study,1-5 units
RST,205,Religion & Media,4 units
RST,212,Religion & Violence,4 units
RST,215,Topics in the History of Christianity,4 units
RST,299,Directed Research,1-12 units
RAL,099,Directed Research Immunology,1-5 units
RAL,199,Directed Research in Immunology,1-5 units
RAL,460,Rheumatology Clinical Clerkship,1-18 units
RAL,461,Allergy Clinical Clerkship,3-18 units
RAL,480,Insights in Rheumatology,1-3 units
RAL,499,Research,1-12 units
RUS,001,Elementary Russian,5 units
RUS,002,Elementary Russian,5 units
RUS,003,Elementary Russian,5 units
RUS,004,Intermediate Russian,4 units
RUS,005,Intermediate Russian,4 units
RUS,006,Intermediate Russian,4 units
RUS,098,Directed Group Study,1-5 units
RUS,099,Special Study for Undergraduates,1-5 units
RUS,101A,Advanced Russian,4 units
RUS,101B,Advanced Russian,4 units
RUS,101C,Advanced Russian,4 units
RUS,102,Russian Composition,4 units
RUS,103,Literary Translation,4 units
RUS,105,Advanced Russian Conversation,4 units
RUS,122,19th-Century Russian Literature,4 units
RUS,124,20th-Century Russian Literature,4 units
RUS,126,The Russian Theater,4 units
RUS,129,Russian Film,4 units
RUS,130,Contemporary Russian Culture,4 units
RUS,133,Post-Soviet Literature,4 units
RUS,139,Pushkin,4 units
RUS,140,Dostoevsky,in English) (4 units
RUS,141,Tolstoy,in English) (4 units
RUS,142,Women in Russian Culture,4 units
RUS,143,Chekhov,in English) (4 units
RUS,150,Russian Culture,4 units
RUS,192,Research Essay,2 units
RUS,195H,Honors Thesis,4 units
RUS,197T,Tutoring in Russian,1-4 units
RUS,198,Directed Group Study,1-5 units
RUS,299,Individual Study,1-12 units
VET,299,Research,1-15 units
VET,401,Basic Foundations,2-18 units
VET,402,Heme/Lymph/Coag,2-18 units
VET,403,Musculoskeletal,2-18 units
VET,404,Neuroscience/Senses/Behavior,2-18 units
VET,405,Gastrointestinal/Metabolism,2-18 units
VET,407,Connections — Y1,1.5 units
VET,408,Cardiology/Respiratory,2-18 units
VET,409,Renal/Urinary,2-18 units
VET,410,Endocrinology/Reproduction,2-18 units
VET,411,Skin,2-18 units
VET,412,Oncology,2-18 units
VET,413,Immunology/Infectious Disease,2-18 units
VET,414,Population Health,2-18 units
VET,415,Clinical Foundations,2-18 units
VET,416,Connections — Y2,1.5 units
VET,430,Core Stream,2-18 units
VET,431,Anesthesia & Surgical Stream,2-18 units
VET,432A,Comparative Stream I,2-18 units
VET,432B,Comparative Stream II,2-18 units
VET,432C,Comparative Stream III,2-18 units
VET,433A,Small Animal Stream I,2-18 units
VET,433B,Small Animal Stream II,2-18 units
VET,433C,Small Animal Stream III,2-18 units
VET,434A,Large Animal Stream I,2-18 units
VET,434B,Large Animal Stream II,2-18 units
VET,436,Companion Small Mammals,2-18 units
VET,437,Reptile & Avian Health,2-18 units
VET,438,Poultry,2-18 units
VET,439,Laboratory Animal,2-18 units
VET,440,Business & Communication,1.5 units
VET,441,Clinical Pathology,1.5 units
VET,492,Internship,1-12 units
SAS,003,Science, Technology & Society,4 units
SAS,004Y,Water In Popular Culture,3 units
SAS,006B,Career Discovery Seminar,3 units
SAS,006C,Career Discovery in the Field,1 unit
SAS,008,Water Quality at Risk,3 units
SAS,009,Crisis in the Environment,3 units
SAS,010,Water, Power, Society,3 units
SAS,012,Plants & Society,4 units
SAS,013,Disease & Society,3 units
SAS,014,Forests & Society,3 units
SAS,016,Soil, Water, & Civilizations,3 units
SAS,018,GIS & Society,3 units
SAS,020,Genetics & Society,4 units
SAS,030,Mushrooms, Molds, & Society,3 units
SAS,042,Earth, Water, Science, Song,3 units
SAS,090B,Observing & Writing in Biology,2 units
SAS,090X,Lower Division Seminar,1-4 units
SAS,092,Internship in Science & Society,1-12 units
SAS,097T,Tutoring in Science & Society,2-3 units
SAS,098,Directed Group Study,1-5 units
SAS,099,Special Study for Undergraduates,1-5 units
SAS,130,Contemporary Leadership,4 units
SAS,190X,Science & Society Seminar,1-4 units
SAS,192,Internship in Science & Society,1-12 units
SAS,197T,Tutoring in Science & Society,1-5 units
SAS,198,Directed Group Study,1-5 units
SAS,298,Group Study,1-5 units
SAS,299,Graduate Research,1-12 units
STS,012,Epidemics & Society,4 units
STS,016,Sex, Science, & Society,4 units
STS,032,Drugs, Science & Culture,4 units
STS,040B,Media History 2 1945-Present,4 units
STS,050,Ancient Science,4 units
STS,051,Ancient Medicine,4 units
STS,092,Internship,1-12 units
STS,098,Directed Group Study,1-5 units
STS,099,Special Study for Undergraduates,1-5 units
STS,101,Data & Society,4 units
STS,108,Intellectual Property in Science,4 units
STS,112,Visualizing Society with Data,4 units
STS,114,The Global Information Age,4 units
STS,120,Religion, Magic & Science,4 units
STS,122,Health & Medical Technologies,4 units
STS,130B,History of Modern Biology,4 units
STS,131,Darwin,4 units
STS,136,Scientiﬁc Revolution,4 units
STS,140,Science & Race,4 units
STS,150,Gender & Science,4 units
STS,151,Media Theory,5 units
STS,161,Time: Mechanism & Measurement,4 units
STS,164,Writing Science,4 units
STS,165,Built Environments,4 units
STS,172,Video Games & Culture,4 units
STS,173,Science Fiction,4 units
STS,175,Laboratory Studies Lab,4 units
STS,192,Internship,1-12 units
STS,195,Research in Data Studies,4 units
STS,198,Directed Group Study,1-5 units
STS,250,History & Philosophy of Science,4 units
STS,298,Group Study,1-5 units
STS,299,Research,1-12 units
SOC,001,Introduction to Sociology,5 units
SOC,002,Self & Society,4 units
SOC,003,Social Problems,4 units
SOC,004,Immigration & Opportunity,4 units
SOC,006,Health & Illness,4 units
SOC,007,Race & Ethnicity,4 units
SOC,011,Sociology of Labor & Employment,4 units
SOC,025,Sociology of Popular Culture,4 units
SOC,056,Introduction to Social Statistics,5 units
SOC,056Y,Introduction to Social Statistics,5 units
SOC,098,Directed Group Study,1-5 units
SOC,099,Special Study for Undergraduates,1-5 units
SOC,103,Evaluation Research Methods,4 units
SOC,106,Intermediate Social Statistics,5 units
SOC,118,Political Sociology,4 units
SOC,120,Deviance,4 units
SOC,122,Sociology of Adolescence,4 units
SOC,125,Sociology of Culture,4 units
SOC,126,Social Interaction,4 units
SOC,128,Interracial Interpersonal Dynamics,4 units
SOC,130,Race Relations,4 units
SOC,131,The Family,4 units
SOC,132,The Sociology of Gender,4 units
SOC,133,Sexual Stratiﬁcation & Politics,4 units
SOC,135,Social Relationships,4 units
SOC,138,Economic Sociology,4 units
SOC,139,Corporations & Society,4 units
SOC,140,Social Stratiﬁcation,4 units
SOC,141,Industrialization & Social Change,4 units
SOC,143A,Urban Society,4 units
SOC,143B,Sociology of City Life,4 units
SOC,144,Agriculture & Society,4 units
SOC,146,Sociology of Religion,4 units
SOC,148,Collective Behavior,4 units
SOC,150,Criminology,4 units
SOC,151,The Criminal Justice System,4 units
SOC,152,Juvenile Delinquency,4 units
SOC,153,The Sociology of Childhood,4 units
SOC,155,Sociology of Law,4 units
SOC,156,Social Movements,4 units
SOC,157,Social Conflict,4 units
SOC,160,Sociology of the Environment,4 units
SOC,161,The Civil Justice System,4 units
SOC,162,Society, Culture, & Health,4 units
SOC,164,Health Policy & Politics,4 units
SOC,165,Death & Dying,4 units
SOC,170,Population,4 units
SOC,171,Sociology of Violence & Inequality,4 units
SOC,173,Sociology Through Literature,4 units
SOC,178,Punishment & Corrections,4 units
SOC,180A,Complex Organizations,4 units
SOC,185,Social Policy,4 units
SOC,185Y,Social Policy,Hybrid Version) (4 units
SOC,192,Internship & Research Practicum,1-6 units
SOC,193,Workshop in Field Research,2 units
SOC,197T,Tutoring in Sociology,1-4 units
SOC,198,Directed Group Study,1-5 units
SOC,201,Social Research,4 units
SOC,206,Quantitative Analysis in Sociology,4 units
SOC,207A,Methods of Quantitative Research,4 units
SOC,215,Economy, Polity, & Society,4 units
SOC,220,Deviance, Law, & Social Control,4 units
SOC,224,Sociology of Education,4 units
SOC,225,Cultural Sociology,4 units
SOC,226,Sociological Social Psychology,4 units
SOC,227,Sociology of Reproduction,4 units
SOC,230,Ethnic (Race) Relations,4 units
SOC,234,Gender, Family, & Society,4 units
SOC,243,Urban Society,4 units
SOC,245,Developing Societies,4 units
SOC,248,Social Movements,4 units
SOC,254,Sociology of Health & Illness,4 units
SOC,255,Sociology of Law,4 units
SOC,265A,Classical Sociological Theory,4 units
SOC,265B,Theory in Contemporary Sociology,4 units
SOC,270,Social Demography,4 units
SOC,280,Organizations & Institutions,4 units
SOC,288,Integrative Research Practicum,4 units
SOC,290,Seminar,4 units
SOC,292A,Field Research,4 units
SOC,293,Proseminar in Sociology,2 units
SOC,295,Special Topics Seminar,4 units
SOC,298,Group Study,1-5 units
SOC,299,Individual Study,1-12 units
